# sleep=0, workers=1, exp=10
2,33783808,56930304,56930304,56930304
4,32956416,52310016,56205312,57040896
6,32739328,52715520,56246272,56246272
8,32841728,53489664,54620160,56229888
10,33157120,55537664,55537664,56356864
12,32583680,55148544,56053760,57360384
14,33316864,55705600,55705600,59363328
16,29556736,55513088,55513088,56262656
18,34439168,55853056,56172544,57073664
20,33931264,56532992,56651776,58265600
22,34258944,54939648,56233984,57581568
24,33804288,57360384,57360384,57516032
26,34349056,58847232,58847232,60186624
28,33193984,58470400,58470400,58470400
30,30642176,55234560,55644160,61431808
32,34017280,56283136,56283136,57712640
