# sleep=0.5, workers=4, exp=10
2,33820672,96878592,102498304,104677376
4,36175872,99631104,106446848,106496000
6,33017856,102268928,106086400,108498944
8,32428032,103006208,108707840,109711360
10,34324480,104300544,107040768,110448640
12,33890304,105410560,108929024,111558656
14,32940032,105979904,111292416,111935488
16,34258944,104906752,112021504,114208768
18,32792576,105594880,108797952,110215168
20,34136064,106942464,110338048,113246208
22,33964032,111587328,114540544,119607296
24,33099776,109166592,114405376,114917376
26,34328576,114180096,116072448,120336384
28,33083392,112390144,119803904,122535936
30,34295808,108560384,114896896,118231040
32,32415744,111509504,116666368,124694528
