# sleep=1, workers=1, exp=10
2,33435648,52715520,57090048,57458688
4,34041856,55742464,57425920,58793984
6,28925952,57962496,60067840,60092416
8,34115584,57413632,59179008,59940864
10,34361344,57802752,60116992,60444672
12,34500608,55472128,59547648,60284928
14,31608832,59592704,61755392,61755392
16,31653888,59416576,61898752,61898752
18,32792576,60448768,64978944,66117632
20,30511104,59596800,66826240,68202496
22,33132544,59457536,64024576,65531904
24,32980992,61095936,67489792,67624960
26,31784960,60534784,65220608,67129344
28,34594816,61284352,64126976,66121728
30,34615296,62357504,64782336,68894720
32,30986240,59867136,68538368,69447680
