# sleep=0, workers=2, exp=10
2,34074624,69492736,71495680,72966144
4,34971648,70512640,70512640,72482816
6,34009088,68751360,69816320,74424320
8,32681984,71000064,71319552,75325440
10,32890880,72904704,73773056,75755520
12,30212096,73465856,73465856,73711616
14,32845824,72736768,72736768,74182656
16,34988032,73650176,74584064,78348288
18,34283520,73261056,73261056,75165696
20,34168832,73461760,74407936,78184448
22,31780864,72585216,73748480,78254080
24,33067008,74219520,74903552,78667776
26,32022528,74199040,74199040,75546624
28,33992704,74256384,74338304,78270464
30,30441472,72511488,72957952,75575296
32,31916032,75132928,75132928,78721024
