# sleep=1, workers=4, exp=10
2,34140160,93999104,99147776,104861696
4,34443264,97927168,104955904,104955904
6,32698368,100216832,105721856,110723072
8,33873920,107102208,113582080,113582080
10,34750464,104726528,109289472,112480256
12,30670848,107847680,109481984,114765824
14,32342016,105852928,109486080,117616640
16,32657408,107782144,111624192,116957184
18,34062336,111693824,115286016,118632448
20,33013760,110129152,113487872,119132160
22,31645696,112939008,114089984,124837888
24,34258944,114593792,116350976,120713216
26,29396992,119713792,120827904,124817408
28,34336768,115429376,120422400,123371520
30,29618176,120815616,129040384,129916928
32,32698368,113184768,127029248,130232320
