# sleep=1, workers=2, exp=10
2,29691904,66998272,76328960,79388672
4,31731712,70152192,75722752,76943360
6,29941760,70385664,75755520,77627392
8,33095680,73519104,77152256,79515648
10,32854016,73392128,78286848,80867328
12,30470144,74395648,80089088,81928192
14,29835264,76189696,81895424,84164608
16,32485376,76177408,83660800,84574208
18,33013760,76619776,81092608,83595264
20,31956992,78561280,85221376,87953408
22,32194560,75419648,81522688,86687744
24,32452608,82960384,86884352,87625728
26,32702464,80605184,82481152,85385216
28,32612352,78065664,82321408,86966272
30,32907264,82120704,85639168,89284608
32,33804288,81403904,87150592,92463104
