# sleep=0, workers=4, exp=10
2,33931264,97304576,100118528,100814848
4,33075200,99901440,99901440,102363136
6,34758656,103051264,103051264,103342080
8,32890880,103567360,105598976,109993984
10,30056448,103038976,107094016,110047232
12,32620544,105308160,111435776,111435776
14,33034240,106758144,108875776,114388992
16,31223808,104235008,112070656,114876416
18,32837632,104407040,109936640,114827264
20,28340224,103571456,111091712,114286592
22,34054144,106098688,109912064,115163136
24,34271232,106807296,110641152,113811456
26,33681408,104665088,112205824,120111104
28,33054720,105730048,110292992,120078336
30,33976320,104398848,110497792,115957760
32,31084544,106123264,109568000,116740096
