# sleep=0.5, workers=2, exp=10
2,27328512,68628480,79417344,80625664
4,31928320,69881856,76251136,79441920
6,31797248,70729728,79990784,82788352
8,31997952,71905280,76795904,80039936
10,33964032,73211904,78573568,81584128
12,31633408,74072064,78716928,84312064
14,33050624,73965568,79441920,82726912
16,36077568,72876032,81059840,84369408
18,29958144,76656640,78708736,82923520
20,32579584,76091392,80621568,83312640
22,32870400,76062720,81276928,84320256
24,31748096,81801216,84885504,89853952
26,34598912,77856768,79982592,83595264
28,32542720,74141696,78848000,84836352
30,34443264,79794176,85434368,90066944
32,33120256,80216064,83640320,87609344
