# sleep=1, workers=2, exp=15
2,31285248,72290304,75841536,75841536
4,33742848,79499264,85241856,85692416
6,33005568,93462528,97751040,97751040
8,33857536,109158400,111095808,111099904
10,31399936,113737728,115134464,115134464
12,29192192,125804544,129605632,129605632
14,34258944,137908224,138694656,138694656
16,34144256,135176192,139857920,141246464
18,32829440,127627264,139882496,144216064
20,34271232,166805504,166805504,166805504
22,30941184,155275264,158167040,158167040
24,34025472,111697920,125145088,166178816
26,34443264,189927424,189927424,192323584
28,32624640,196861952,196861952,196861952
30,32940032,190885888,206274560,206274560
32,35045376,198152192,208695296,208695296
