# sleep=0, workers=1, exp=10
2,33308672,53960704,56774656,56774656
4,36089856,52817920,55427072,56111104
6,34938880,53219328,55844864,56168448
8,35090432,53768192,54665216,55328768
10,29413376,54337536,55271424,58445824
12,33181696,55672832,55672832,57163776
14,33054720,54165504,54165504,58503168
16,31739904,57864192,57864192,58716160
18,33857536,55779328,56160256,57487360
20,33902592,56348672,56442880,59744256
22,31678464,56156160,56156160,56983552
24,29044736,53915648,55099392,56459264
26,31920128,54870016,55627776,58712064
28,31789056,55746560,56492032,60035072
30,32972800,55713792,56393728,58888192
32,29306880,57991168,57991168,59404288
