# sleep=1, workers=2, exp=10
2,32968704,66834432,74690560,78188544
4,32948224,71569408,78868480,80003072
6,32505856,70643712,75808768,80556032
8,32624640,71327744,78811136,81125376
10,30724096,76083200,80621568,83111936
12,29302784,76713984,79634432,82423808
14,34959360,74440704,79470592,82305024
16,33079296,74620928,80527360,83230720
18,31641600,76042240,83877888,84213760
20,33988608,76062720,81027072,84611072
22,34004992,75714560,82427904,84533248
24,33001472,81043456,87085056,87961600
26,32927744,80793600,84549632,87736320
28,32935936,78213120,84463616,85905408
30,34168832,79683584,85688320,89219072
32,33046528,79945728,88293376,93908992
