# sleep=0, workers=1, exp=15
2,33779712,57413632,57790464,57790464
4,32976896,59625472,59809792,61071360
6,33964032,63565824,63565824,63602688
8,31088640,71303168,71303168,71303168
10,32935936,74039296,75816960,75816960
12,33931264,77467648,77467648,78606336
14,31608832,87138304,87138304,87138304
16,32174080,80744448,83173376,83607552
18,31633408,90083328,90083328,90083328
20,33595392,93188096,93188096,93188096
22,35880960,95666176,95666176,95666176
24,32268288,83603456,93970432,93970432
26,32079872,106983424,106983424,107806720
28,32514048,106905600,106905600,106905600
30,31543296,106446848,106446848,106446848
32,36519936,111771648,114900992,114900992
