# sleep=0.5, workers=1, exp=15
2,35221504,59518976,59518976,59518976
4,34451456,64831488,64831488,64831488
6,30048256,66871296,66871296,66871296
8,34234368,69632000,69632000,70823936
10,32096256,72839168,74371072,74371072
12,34111488,79421440,80568320,84389888
14,31612928,84439040,85696512,85696512
16,34074624,86646784,94011392,95846400
18,32313344,92938240,98639872,98639872
20,31506432,91938816,94363648,94695424
22,33738752,76353536,93835264,93835264
24,32677888,102354944,108163072,108163072
26,34504704,108875776,110104576,110104576
28,34349056,109805568,111333376,115478528
30,33034240,111849472,112705536,115077120
32,32845824,113532928,122650624,122650624
