# sleep=0, workers=1, exp=14
2,32051200,59592704,66162688,67608576
4,32833536,60481536,65765376,66588672
6,35987456,61550592,67022848,69017600
8,32759808,63229952,69132288,70582272
10,34017280,65826816,67379200,77443072
12,32387072,73031680,79982592,82997248
14,35966976,59252736,64241664,67551232
16,33050624,61095936,67047424,67047424
18,48152576,61767680,61767680,67751936
20,31809536,70021120,70021120,70021120
22,33136640,48291840,71106560,77656064
24,31346688,76918784,79183872,84701184
26,31920128,82247680,92360704,93102080
28,32641024,63602688,75943936,75943936
30,32968704,59711488,63971328,65937408
32,46424064,52621312,61485056,61792256
