# sleep=0, workers=2, exp=15
2,33927168,84217856,87109632,87109632
4,34209792,83140608,87797760,88117248
6,31821824,92651520,92651520,92651520
8,34242560,101363712,101363712,101363712
10,33861632,111783936,114110464,114147328
12,32964608,118218752,118218752,118218752
14,30633984,122683392,122793984,122793984
16,30982144,128479232,134152192,134152192
18,32919552,133074944,133599232,146722816
20,29945856,133246976,133246976,137687040
22,33939456,140779520,150622208,150622208
24,33275904,142131200,157159424,158740480
26,34123776,167821312,167821312,167821312
28,33771520,167763968,167763968,174305280
30,34177024,171175936,171175936,171175936
32,34414592,165277696,165539840,165539840
