# sleep=0.5, workers=2, exp=14
2,36536320,70631424,70823936,73924608
4,33546240,75333632,80211968,83120128
6,34799616,82759680,87195648,89014272
8,33763328,83841024,88178688,88178688
10,34525184,90456064,92282880,93720576
12,32989184,89096192,91398144,91398144
14,34766848,90693632,94097408,94760960
16,32980992,95080448,100864000,100864000
18,32739328,96346112,100872192,100872192
20,36306944,101289984,108048384,108048384
22,34222080,112095232,112095232,112459776
24,34672640,123990016,123990016,123990016
26,33992704,118755328,119881728,132059136
28,34250752,116379648,129064960,129720320
30,56287232,117493760,120279040,122318848
32,33918976,107290624,120344576,131596288
