# sleep=1, workers=1, exp=10
2,32178176,57974784,59805696,62324736
4,34037760,54931456,59383808,59785216
6,33075200,60112896,61882368,64311296
8,29450240,58208256,64454656,64454656
10,31694848,56078336,60993536,62758912
12,33484800,57262080,62017536,62369792
14,30650368,58146816,62377984,63238144
16,31166464,57819136,62545920,65228800
18,34598912,58937344,66510848,66510848
20,32890880,62414848,64425984,67174400
22,33882112,60764160,64761856,66695168
24,29593600,59666432,64086016,64626688
26,24928256,62951424,65273856,67190784
28,29532160,59936768,64425984,66420736
30,34852864,59920384,64524288,66674688
32,32792576,64004096,66048000,68112384
