# sleep=0.5, workers=2, exp=15
2,34975744,71020544,85184512,85319680
4,32423936,88686592,92712960,92712960
6,32051200,98447360,99217408,101441536
8,36364288,106790912,107802624,107802624
10,34631680,110657536,113008640,113008640
12,32026624,127741952,127741952,128724992
14,33161216,130555904,134008832,134008832
16,33370112,130871296,131133440,133980160
18,33148928,152231936,155680768,155680768
20,32862208,159494144,163864576,163864576
22,31309824,158572544,162004992,162906112
24,34484224,159940608,167780352,174981120
26,32931840,172711936,183713792,183713792
28,34017280,187142144,189075456,189210624
30,32747520,191352832,191352832,191352832
32,33636352,195104768,195104768,195104768
