# sleep=1, workers=2, exp=14
2,34607104,70356992,73269248,73269248
4,33046528,70172672,75628544,75628544
6,34168832,83619840,83791872,84197376
8,34394112,89088000,99012608,99012608
10,35196928,87556096,92217344,92483584
12,34004992,88948736,95367168,98787328
14,33951744,92762112,96489472,96489472
16,36638720,99913728,104583168,104583168
18,33669120,102002688,105033728,110395392
20,32247808,96731136,98598912,106291200
22,32980992,73879552,89661440,110473216
24,33071104,115892224,120225792,121933824
26,33943552,117936128,122945536,128282624
28,33918976,132395008,135036928,135036928
30,33984512,126271488,126271488,126271488
32,33619968,132755456,138104832,138104832
