# sleep=0, workers=2, exp=14
2,33861632,63602688,71491584,72327168
4,32169984,79187968,79376384,79376384
6,34930688,83017728,87584768,87584768
8,32894976,90075136,90292224,91897856
10,35770368,90181632,90664960,95600640
12,33751040,93200384,95039488,101834752
14,33644544,104062976,104062976,104062976
16,29446144,101445632,112279552,112279552
18,33648640,105562112,106553344,107094016
20,29564928,100024320,100237312,100237312
22,35880960,86249472,90095616,90095616
24,32509952,84856832,110174208,111558656
26,32968704,88801280,92672000,96346112
28,34185216,121663488,124968960,129482752
30,34168832,118444032,119328768,119328768
32,36237312,118087680,131403776,131403776
