# sleep=0.1, workers=4, exp=10
2,32522240,97787904,102281216,103247872
4,33284096,102051840,103735296,103735296
6,32067584,103006208,103006208,105930752
8,33091584,101429248,104480768,105525248
10,34439168,103301120,103960576,106954752
12,34070528,103292928,104591360,106979328
14,33030144,104321024,105320448,108093440
16,34017280,107798528,107798528,110178304
18,33095680,108081152,108081152,110133248
20,32018432,107466752,110497792,112816128
22,29188096,106573824,111845376,113336320
24,34537472,105930752,111992832,116121600
26,34541568,105873408,112676864,114294784
28,33103872,107802624,113090560,115941376
30,34553856,106528768,116187136,116551680
32,32055296,106962944,114884608,118554624
