# sleep=0.1, workers=2, exp=16
2,34508800,85065728,88363008,88363008
4,35979264,100970496,109105152,109105152
6,32976896,124051456,125636608,125636608
8,34017280,136044544,140070912,140288000
10,32808960,145395712,148017152,155906048
12,32362496,166076416,175480832,175480832
14,32141312,176435200,184852480,184852480
16,36433920,199348224,204091392,206888960
18,33914880,213532672,213532672,213532672
20,36569088,127815680,181686272,215613440
22,33964032,112087040,149848064,170225664
24,36335616,108085248,113467392,159326208
26,33165312,241467392,241467392,241467392
28,31924224,242266112,242266112,242266112
30,33800192,308592640,308592640,308592640
32,32964608,261619712,277401600,288059392
