# sleep=0.1, workers=5, exp=16
2,33062912,135692288,150216704,153473024
4,33890304,188043264,192131072,193642496
6,34246656,235483136,235483136,235483136
8,33083392,271667200,280444928,280444928
10,33951744,334643200,336564224,336564224
12,32968704,384987136,385400832,385400832
14,32690176,405868544,413552640,413552640
16,33398784,369414144,425160704,428920832
18,34144256,369418240,388087808,388087808
20,34050048,113893376,145596416,149381120
22,32964608,376930304,391651328,391651328
24,33042432,505319424,505319424,505319424
26,33873920,511918080,511918080,511918080
28,36204544,166105088,487215104,562630656
30,32944128,539140096,584151040,584151040
32,33103872,605904896,605904896,616497152
