# sleep=0.1, workers=1, exp=10
2,32706560,55951360,61698048,63012864
4,28696576,54177792,60190720,64565248
6,34000896,55492608,59453440,63053824
8,33026048,53866496,60567552,64442368
10,31645696,53506048,59371520,63135744
12,32612352,53944320,57524224,59727872
14,28979200,53911552,56401920,58933248
16,33267712,53624832,55873536,58445824
18,33579008,54255616,57663488,62173184
20,32440320,56721408,56721408,56721408
22,33869824,57458688,60583936,60583936
24,35667968,55287808,58712064,58712064
26,32727040,55083008,56434688,59088896
28,33878016,58810368,60276736,63778816
30,40501248,55140352,57749504,59834368
32,33206272,55336960,59052032,62054400
