# sleep=0.1, workers=8, exp=10
2,33280000,159170560,160669696,160669696
4,33095680,160833536,163581952,164290560
6,31895552,164085760,167804928,171769856
8,32821248,168239104,170479616,172318720
10,32989184,168964096,171286528,173305856
12,32645120,170778624,173232128,174477312
14,32878592,172322816,179658752,181592064
16,31141888,175083520,183967744,187891712
18,32980992,173510656,185630720,186589184
20,33120256,171626496,182054912,188375040
22,31776768,174518272,183734272,185520128
24,32141312,173637632,186314752,189247488
26,34148352,175747072,191197184,199495680
28,32940032,173998080,184942592,192040960
30,32964608,171986944,184606720,191905792
32,30167040,174288896,182980608,195637248
