# sleep=0.1, workers=3, exp=10
2,31784960,82624512,86097920,90054656
4,31166464,86732800,86732800,90279936
6,33112064,84865024,86069248,88879104
8,35188736,85782528,87498752,88453120
10,33808384,86138880,88051712,89604096
12,33636352,88150016,91099136,91099136
14,33959936,87617536,88948736,90644480
16,33812480,88719360,89382912,93790208
18,33222656,89481216,91332608,94789632
20,29954048,89182208,91783168,95182848
22,32911360,87953408,92131328,92807168
24,33779712,90136576,94998528,94998528
26,33853440,92102656,93360128,95883264
28,32616448,89677824,94834688,95862784
30,33984512,89591808,94310400,97255424
32,32944128,92360704,95309824,101707776
