# sleep=0.1, workers=4, exp=16
2,32878592,131088384,133206016,134516736
4,32886784,168579072,168579072,168579072
6,32034816,197742592,198836224,200310784
8,34418688,219553792,227409920,230014976
10,36548608,275140608,275140608,275140608
12,33542144,240734208,243097600,243097600
14,33755136,127520768,202059776,205316096
16,34807808,297357312,297357312,297357312
18,32673792,216879104,221450240,249139200
20,34144256,266489856,321789952,380219392
22,32038912,163676160,365907968,402485248
24,32907264,448729088,448729088,448729088
26,36270080,443506688,484306944,484306944
28,33652736,473358336,473358336,473358336
30,32964608,451596288,451596288,451596288
32,35532800,168480768,181723136,181723136
