# sleep=0.1, workers=7, exp=1
2,33751040,124305408,124784640,128450560
4,34148352,126840832,126840832,128524288
6,34283520,126763008,128888832,129888256
8,34226176,128188416,130121728,131981312
10,33615872,129085440,131678208,132825088
12,33001472,130527232,133656576,135430144
14,34516992,130224128,134479872,135950336
16,33943552,129822720,136753152,138379264
18,34205696,131305472,134811648,136187904
20,34164736,130609152,136912896,140759040
22,33771520,129744896,136794112,139378688
24,34480128,130854912,139104256,143138816
26,34324480,131395584,139599872,140767232
28,34332672,129806336,140902400,143732736
30,32980992,129380352,138137600,142639104
32,33107968,130772992,136859648,140869632
