# sleep=0.1, workers=1, exp=16
2,28487680,61911040,65642496,68759552
4,33656832,69771264,81510400,81510400
6,46530560,53653504,83439616,83439616
8,46415872,71307264,93339648,93339648
10,28856320,100765696,115949568,119873536
12,32530432,109264896,109264896,109264896
14,46215168,53952512,107438080,110718976
16,46366720,77946880,105091072,111202304
18,31875072,116539392,116539392,116539392
20,35053568,130048000,145469440,149790720
22,32440320,152543232,163069952,163069952
24,32698368,145457152,145457152,145457152
26,46219264,80375808,146026496,146026496
28,32968704,108032000,115675136,126304256
30,32829440,154853376,170717184,170717184
32,38350848,179544064,195211264,195211264
