# sleep=0.1, workers=2, exp=10
2,34385920,69160960,71872512,78512128
4,31047680,68661248,71061504,77193216
6,33652736,69767168,73232384,75173888
8,33312768,71831552,71831552,72110080
10,33345536,69840896,71528448,71888896
12,33017856,72732672,74391552,75440128
14,32866304,71356416,72945664,74031104
16,34222080,73285632,73285632,73936896
18,34066432,71241728,73641984,75321344
20,36212736,73449472,75816960,78012416
22,35045376,74670080,78475264,81862656
24,34619392,73273344,74477568,75964416
26,32911360,71086080,74772480,75816960
28,32837632,70807552,74346496,75993088
30,34103296,71286784,77287424,79081472
32,33005568,71204864,77307904,78626816
