# sleep=0.1, workers=8, exp=16
2,32940032,188362752,202055680,209506304
4,33783808,261619712,291303424,291303424
6,34140160,336912384,350007296,351657984
8,33751040,427970560,429481984,432377856
10,34185216,426868736,426868736,426868736
12,33718272,391598080,446668800,488972288
14,33021952,608784384,611147776,611147776
16,32997376,603205632,655491072,655491072
18,33853440,588890112,648392704,648392704
20,34181120,670130176,698605568,698605568
22,32878592,267546624,606371840,661250048
24,32927744,169963520,684679168,745058304
26,32915456,155045888,687439872,797044736
28,115716096,573046784,573165568,573165568
30,32870400,539795456,566902784,566902784
32,33947648,656674816,885743616,956960768
