# sleep=0.1, workers=7, exp=16
2,32964608,198242304,199155712,199155712
4,33079296,223653888,261988352,261988352
6,34004992,302809088,323371008,323371008
8,33435648,387723264,399581184,399581184
10,32956416,452714496,452714496,452714496
12,33013760,494354432,495321088,495321088
14,33075200,494612480,525422592,543305728
16,33026048,230785024,373706752,390963200
18,32948224,402984960,421310464,421310464
20,32866304,544653312,544653312,544653312
22,32997376,427741184,427741184,427741184
24,33030144,512897024,572157952,601272320
26,108511232,824631296,824631296,824631296
28,32927744,788422656,788422656,788422656
30,32870400,809041920,823992320,823992320
32,32968704,835772416,844947456,844947456
