# sleep=0.1, workers=4, exp=1
2,34488320,86405120,89542656,95006720
4,32837632,86110208,89296896,91918336
6,32919552,88113152,89276416,90972160
8,32206848,88383488,90071040,91652096
10,32985088,91054080,92221440,93003776
12,33099776,90157056,92151808,92975104
14,33906688,90595328,94912512,94912512
16,33898496,90828800,95436800,95436800
18,34009088,90648576,93929472,94601216
20,36110336,91484160,94113792,99155968
22,33882112,90439680,93618176,94683136
24,36524032,92024832,97779712,98304000
26,34537472,93356032,98250752,101322752
28,34443264,94818304,99897344,103534592
30,32276480,90402816,95145984,97628160
32,36212736,91688960,98656256,100630528
