# sleep=0.1, workers=6, exp=1
2,34136064,112717824,112816128,116273152
4,33996800,113041408,114319360,116387840
6,32559104,112795648,118394880,120762368
8,31989760,116871168,116875264,118067200
10,34168832,119455744,121483264,121483264
12,34410496,117088256,119582720,120549376
14,34119680,116994048,123424768,123424768
16,33959936,116527104,120872960,123871232
18,34013184,117043200,121278464,122679296
20,33554432,119926784,124096512,125288448
22,33914880,117125120,122933248,126509056
24,32952320,115904512,123133952,124280832
26,36675584,117346304,122978304,128724992
28,36159488,115802112,122785792,127864832
30,36184064,119640064,126926848,127168512
32,33808384,116936704,123330560,126885888
