# sleep=0.1, workers=2, exp=1
2,32952320,63234048,69312512,74608640
4,33001472,62844928,65589248,71036928
6,34574336,62857216,67555328,68583424
8,32448512,65118208,65118208,67657728
10,36593664,65458176,65458176,66793472
12,36040704,63856640,66433024,66433024
14,33136640,66396160,67186688,67186688
16,29253632,64028672,65753088,68882432
18,29319168,64241664,67538944,72802304
20,33972224,64233472,65982464,66621440
22,34316288,64073728,68177920,68177920
24,34181120,64520192,66785280,67268608
26,33640448,65863680,66732032,68718592
28,34181120,63643648,66154496,71098368
30,34410496,68452352,68452352,70307840
32,34201600,63754240,66908160,68296704
