# sleep=0.1, workers=6, exp=16
2,34136064,158302208,175165440,179671040
4,33038336,197230592,222474240,224985088
6,34091008,276000768,276000768,278032384
8,32911360,288890880,329953280,329986048
10,33767424,302649344,385933312,385933312
12,34025472,257699840,408596480,416780288
14,33316864,432357376,444305408,444305408
16,33026048,470155264,494735360,494735360
18,32833536,533114880,533114880,533114880
20,34439168,520855552,564748288,564748288
22,32903168,110288896,457154560,555573248
24,33013760,466669568,466669568,466669568
26,34295808,545656832,568639488,568639488
28,32968704,128659456,232157184,361779200
30,32985088,293797888,293797888,298590208
32,33058816,623357952,635432960,635432960
