1,31.512,40.293,40.293,47.234
2,32.039,38.473,39.156,45.648
3,32.52,39.406,39.727,47.75
4,32.211,38.012,39.602,46.789
5,31.465,37.984,40.586,47.402
6,33.77,38.441,39.75,46.547
7,31.457,38.395,40.883,47.844
8,33.496,40.73,40.73,48.363
9,34.09,38.359,39.203,47.867
10,31.422,40.309,40.309,47.551
11,34.711,39.461,41.148,47.828
12,31.777,38.656,39.613,44.113
13,38.223,39.133,39.871,42.852
14,31.492,38.605,39.309,43.281
15,31.551,40.266,40.266,42.199
16,31.543,40.613,40.613,43.414
17,31.441,38.305,39.211,44.164
18,31.391,40.48,40.48,42.586
19,31.457,38.457,41.484,44.137
20,33.07,38.617,40.133,43.582
21,31.383,39.188,42.18,45.648
22,31.387,38.555,43.199,46.031
23,33.082,38.199,40.188,43.477
24,31.379,38.367,41.477,46.434
25,36.238,38.566,39.727,44.281
26,31.523,39.227,39.227,44.375
27,31.742,38.234,41.176,49.109
28,31.484,38.414,40.031,43.75
29,31.512,40.785,40.785,44.523
30,31.527,38.668,39.863,46.516
31,32.16,38.613,39.773,44.094
32,31.555,38.254,41.293,44.242
