1,33042432,42250240,42250240,49528832
2,33595392,40341504,41058304,47865856
3,34099200,41320448,41656320,50069504
4,33775616,39858176,41525248,49061888
5,32993280,39829504,42557440,49704960
6,35409920,40308736,41680896,48807936
7,32985088,40259584,42868736,50167808
8,35123200,42708992,42708992,50712576
9,35745792,40222720,41107456,50192384
10,32948224,42266624,42266624,49860608
11,36397056,41377792,43147264,50151424
12,33320960,40534016,41537536,46256128
13,40079360,41033728,41807872,44933120
14,33021952,40480768,41218048,45383680
15,33083392,42221568,42221568,44249088
16,33075200,42586112,42586112,45522944
17,32968704,40165376,41115648,46309376
18,32915456,42446848,42446848,44654592
19,32985088,40325120,43499520,46280704
20,34676736,40493056,42082304,45699072
21,32907264,41091072,44228608,47865856
22,32911360,40427520,45297664,48267264
23,34689024,40054784,42139648,45588480
24,32903168,40230912,43491328,48689152
25,37998592,40439808,41656320,46432256
26,33054720,41132032,41132032,46530560
27,33284096,40091648,43175936,51494912
28,33013760,40280064,41975808,45875200
29,33042432,42766336,42766336,46686208
30,33058816,40546304,41799680,48775168
31,33722368,40488960,41705472,46235648
32,33087488,40112128,43298816,46391296
