1,32935936,52133888,52133888,52133888
2,32993280,50855936,50913280,50913280
3,33021952,52076544,52076544,52076544
4,32931840,51826688,54525952,54525952
5,32923648,54173696,54173696,54173696
6,33505280,50565120,51937280,51937280
7,32989184,51568640,54673408,54673408
8,32911360,51154944,51724288,52232192
9,25219072,51847168,54288384,54288384
10,32980992,51060736,52252672,53530624
11,33021952,56832000,56832000,56832000
12,33062912,52576256,52576256,52576256
13,34222080,49954816,49954816,49954816
14,34181120,52772864,52772864,53071872
15,32739328,49995776,52162560,52998144
16,33030144,51408896,55717888,55717888
17,33001472,49979392,49979392,50479104
18,33112064,49467392,49467392,52948992
19,32391168,57475072,57475072,59801600
20,33067008,51298304,51298304,51298304
21,32997376,52391936,53768192,55648256
22,33120256,51478528,51478528,51478528
23,27045888,50016256,50016256,50036736
24,33091584,47747072,47747072,47747072
25,34516992,47747072,47747072,48279552
26,33079296,50552832,50552832,52371456
27,32940032,47874048,48721920,50319360
28,36327424,48717824,50364416,50364416
29,30339072,46931968,49348608,49348608
30,33140736,48865280,49295360,49922048
31,34373632,45858816,48590848,48590848
32,32931840,51060736,53661696,53661696
