1,33964032,46399488,46497792,46497792
2,33886208,49315840,49516544,49516544
3,31662080,47894528,47894528,48246784
4,32464896,49029120,49029120,49029120
5,33087488,49262592,49381376,49528832
6,32051200,51826688,51826688,51826688
7,28938240,51851264,51851264,51851264
8,33357824,48836608,48836608,48836608
9,28844032,45211648,45211648,45211648
10,36106240,44752896,46555136,46555136
11,31801344,49782784,49782784,49782784
12,31891456,45465600,48242688,48242688
13,33042432,45948928,45948928,46178304
14,32120832,47464448,47464448,47464448
15,29372416,46190592,46190592,46190592
16,32194560,48558080,48558080,48558080
17,32415744,46481408,48009216,48009216
18,31535104,46100480,46964736,46964736
19,36208640,45301760,45301760,45301760
20,31686656,48812032,49094656,49094656
21,32215040,48377856,48377856,48377856
22,29544448,44617728,44961792,44961792
23,33783808,48746496,51671040,51671040
24,38678528,44793856,44916736,44916736
25,36032512,46862336,46862336,46862336
26,34631680,47435776,47448064,47448064
27,33337344,49061888,49061888,49061888
28,32956416,48427008,50896896,50896896
29,30707712,48635904,48689152,48689152
30,28672000,48832512,48832512,49295360
31,33239040,47292416,47292416,47714304
32,28532736,51486720,51486720,51486720
