1,31.41,49.719,49.719,49.719
2,31.465,48.5,48.555,48.555
3,31.492,49.664,49.664,49.664
4,31.406,49.426,52.0,52.0
5,31.398,51.664,51.664,51.664
6,31.953,48.223,49.531,49.531
7,31.461,49.18,52.141,52.141
8,31.387,48.785,49.328,49.812
9,24.051,49.445,51.773,51.773
10,31.453,48.695,49.832,51.051
11,31.492,54.199,54.199,54.199
12,31.531,50.141,50.141,50.141
13,32.637,47.641,47.641,47.641
14,32.598,50.328,50.328,50.613
15,31.223,47.68,49.746,50.543
16,31.5,49.027,53.137,53.137
17,31.473,47.664,47.664,48.141
18,31.578,47.176,47.176,50.496
19,30.891,54.812,54.812,57.031
20,31.535,48.922,48.922,48.922
21,31.469,49.965,51.277,53.07
22,31.586,49.094,49.094,49.094
23,25.793,47.699,47.699,47.719
24,31.559,45.535,45.535,45.535
25,32.918,45.535,45.535,46.043
26,31.547,48.211,48.211,49.945
27,31.414,45.656,46.465,47.988
28,34.645,46.461,48.031,48.031
29,28.934,44.758,47.062,47.062
30,31.605,46.602,47.012,47.609
31,32.781,43.734,46.34,46.34
32,31.406,48.695,51.176,51.176
