1,32.391,44.25,44.344,44.344
2,32.316,47.031,47.223,47.223
3,30.195,45.676,45.676,46.012
4,30.961,46.758,46.758,46.758
5,31.555,46.98,47.094,47.234
6,30.566,49.426,49.426,49.426
7,27.598,49.449,49.449,49.449
8,31.812,46.574,46.574,46.574
9,27.508,43.117,43.117,43.117
10,34.434,42.68,44.398,44.398
11,30.328,47.477,47.477,47.477
12,30.414,43.359,46.008,46.008
13,31.512,43.82,43.82,44.039
14,30.633,45.266,45.266,45.266
15,28.012,44.051,44.051,44.051
16,30.703,46.309,46.309,46.309
17,30.914,44.328,45.785,45.785
18,30.074,43.965,44.789,44.789
19,34.531,43.203,43.203,43.203
20,30.219,46.551,46.82,46.82
21,30.723,46.137,46.137,46.137
22,28.176,42.551,42.879,42.879
23,32.219,46.488,49.277,49.277
24,36.887,42.719,42.836,42.836
25,34.363,44.691,44.691,44.691
26,33.027,45.238,45.25,45.25
27,31.793,46.789,46.789,46.789
28,31.43,46.184,48.539,48.539
29,29.285,46.383,46.434,46.434
30,27.344,46.57,46.57,47.012
31,31.699,45.102,45.102,45.504
32,27.211,49.102,49.102,49.102
